counter,step,timestamp,customerID,orderID,productID,return_reason,return_status,email
7,RMA Requested,"""2020-02-16T03:12:17.000Z""",C-45265,O-1190-78,9,Wrong Item Shipped,,richelle.zobel@britech.xyz
7,RMA Refused,"""2020-02-16T03:29:17.000Z""",C-45265,O-1190-78,9,Wrong Item Shipped,,richelle.zobel@britech.xyz
8,RMA Requested,"""2019-04-04T06:59:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,,erik.seabury@freecast.edu
8,RMA Issued,"""2019-04-04T07:16:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,,erik.seabury@freecast.edu
8,ASN Received,"""2019-04-05T14:16:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,,erik.seabury@freecast.edu
8,Item Received,"""2019-04-10T14:16:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,,erik.seabury@freecast.edu
8,Item Inspected,"""2019-04-14T14:16:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,Return Accepted,erik.seabury@freecast.edu
8,Customer Sat,"""2019-04-14T14:24:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,Return Accepted,erik.seabury@freecast.edu
8,Return to Stock,"""2019-04-14T14:29:21.000Z""",C-72368,O-2292-89,12,Ordered Wrong Item,Return Accepted,erik.seabury@freecast.edu
9,RMA Requested,"""2019-04-17T11:09:10.000Z""",C-76246,O-9840-93,18,Item is defective,,jenna.furlough@storex.me
9,RMA Issued,"""2019-04-17T11:16:10.000Z""",C-76246,O-9840-93,18,Item is defective,,jenna.furlough@storex.me
9,ASN Received,"""2019-04-18T05:16:10.000Z""",C-76246,O-9840-93,18,Item is defective,,jenna.furlough@storex.me
9,Item Received,"""2019-04-23T05:16:10.000Z""",C-76246,O-9840-93,18,Item is defective,,jenna.furlough@storex.me
9,Item Inspected,"""2019-04-28T05:16:10.000Z""",C-76246,O-9840-93,18,Item is defective,Return Accepted,jenna.furlough@storex.me
9,Defective Item,"""2019-04-28T05:25:10.000Z""",C-76246,O-9840-93,18,Item is defective,Return Accepted,jenna.furlough@storex.me
9,Repair Item,"""2019-04-28T17:25:10.000Z""",C-76246,O-9840-93,18,Item is defective,Return Accepted,jenna.furlough@storex.me
9,Fixed,"""2019-04-30T05:25:10.000Z""",C-76246,O-9840-93,18,Item is defective,Return Accepted,jenna.furlough@storex.me
9,Return to Customer,"""2019-04-30T17:25:10.000Z""",C-76246,O-9840-93,18,Item is defective,Return Accepted,jenna.furlough@storex.me
10,RMA Requested,"""2019-09-17T11:17:37.000Z""",C-35808,O-7322-63,4,Wrong Size,,theo.turner@hassifix.edu
10,RMA Issued,"""2019-09-17T11:31:37.000Z""",C-35808,O-7322-63,4,Wrong Size,,theo.turner@hassifix.edu
10,ASN Received,"""2019-09-18T19:31:37.000Z""",C-35808,O-7322-63,4,Wrong Size,,theo.turner@hassifix.edu
10,Item Received,"""2019-09-22T19:31:37.000Z""",C-35808,O-7322-63,4,Wrong Size,,theo.turner@hassifix.edu
10,Item Inspected,"""2019-09-26T19:31:37.000Z""",C-35808,O-7322-63,4,Wrong Size,Return Accepted,theo.turner@hassifix.edu
10,Customer Sat,"""2019-09-26T19:34:37.000Z""",C-35808,O-7322-63,4,Wrong Size,Return Accepted,theo.turner@hassifix.edu
10,Return to Stock,"""2019-09-26T19:38:37.000Z""",C-35808,O-7322-63,4,Wrong Size,Return Accepted,theo.turner@hassifix.edu
11,RMA Requested,"""2019-06-16T05:45:28.000Z""",C-84983,O-2836-37,4,Wrong Size,,lorelei.flinn@superwire.edu
11,RMA Issued,"""2019-06-16T06:01:28.000Z""",C-84983,O-2836-37,4,Wrong Size,,lorelei.flinn@superwire.edu
11,ASN Received,"""2019-06-18T00:01:28.000Z""",C-84983,O-2836-37,4,Wrong Size,,lorelei.flinn@superwire.edu
11,Item Received,"""2019-06-21T00:01:28.000Z""",C-84983,O-2836-37,4,Wrong Size,,lorelei.flinn@superwire.edu
11,Item Inspected,"""2019-06-25T00:01:28.000Z""",C-84983,O-2836-37,4,Wrong Size,Return Accepted,lorelei.flinn@superwire.edu
11,Customer Sat,"""2019-06-25T00:06:28.000Z""",C-84983,O-2836-37,4,Wrong Size,Return Accepted,lorelei.flinn@superwire.edu
11,Return to Stock,"""2019-06-25T00:08:28.000Z""",C-84983,O-2836-37,4,Wrong Size,Return Accepted,lorelei.flinn@superwire.edu
12,RMA Requested,"""2019-03-22T10:52:51.000Z""",C-17835,O-4619-67,2,Item is defective,,cedric.winter@storex.com
12,RMA Issued,"""2019-03-22T11:11:51.000Z""",C-17835,O-4619-67,2,Item is defective,,cedric.winter@storex.com
12,ASN Received,"""2019-03-24T03:11:51.000Z""",C-17835,O-4619-67,2,Item is defective,,cedric.winter@storex.com
12,Item Received,"""2019-03-30T03:11:51.000Z""",C-17835,O-4619-67,2,Item is defective,,cedric.winter@storex.com
12,Item Inspected,"""2019-04-04T03:11:51.000Z""",C-17835,O-4619-67,2,Item is defective,Return Accepted,cedric.winter@storex.com
12,Defective Item,"""2019-04-04T03:18:51.000Z""",C-17835,O-4619-67,2,Item is defective,Return Accepted,cedric.winter@storex.com
12,Repair Item,"""2019-04-05T06:18:51.000Z""",C-17835,O-4619-67,2,Item is defective,Return Accepted,cedric.winter@storex.com
12,Fixed,"""2019-04-05T22:18:51.000Z""",C-17835,O-4619-67,2,Item is defective,Return Accepted,cedric.winter@storex.com
12,Return to Stock,"""2019-04-05T22:25:51.000Z""",C-17835,O-4619-67,2,Item is defective,Return Accepted,cedric.winter@storex.com
13,RMA Requested,"""2020-01-20T06:51:25.000Z""",C-60572,O-8566-25,11,Ordered Wrong Item,,cecilia.bourquin@seelogic.mobi
13,RMA Refused,"""2020-01-20T07:04:25.000Z""",C-60572,O-8566-25,11,Ordered Wrong Item,,cecilia.bourquin@seelogic.mobi
14,RMA Requested,"""2019-06-28T02:54:56.000Z""",C-56573,O-7575-58,14,Wrong Size,,darrell.paquette@seelogic.gov
14,RMA Issued,"""2019-06-28T02:59:56.000Z""",C-56573,O-7575-58,14,Wrong Size,,darrell.paquette@seelogic.gov
14,ASN Received,"""2019-06-28T20:59:56.000Z""",C-56573,O-7575-58,14,Wrong Size,,darrell.paquette@seelogic.gov
14,Item Received,"""2019-07-02T20:59:56.000Z""",C-56573,O-7575-58,14,Wrong Size,,darrell.paquette@seelogic.gov
14,Item Inspected,"""2019-07-07T20:59:56.000Z""",C-56573,O-7575-58,14,Wrong Size,Return Accepted,darrell.paquette@seelogic.gov
14,Customer Sat,"""2019-07-07T21:08:56.000Z""",C-56573,O-7575-58,14,Wrong Size,Return Accepted,darrell.paquette@seelogic.gov
14,Return to Stock,"""2019-07-07T21:16:56.000Z""",C-56573,O-7575-58,14,Wrong Size,Return Accepted,darrell.paquette@seelogic.gov
15,RMA Requested,"""2020-02-20T06:46:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,,warren.cumbie@foretrust.co
15,RMA Issued,"""2020-02-20T07:05:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,,warren.cumbie@foretrust.co
15,ASN Received,"""2020-02-21T13:05:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,,warren.cumbie@foretrust.co
15,Item Received,"""2020-02-27T13:05:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,,warren.cumbie@foretrust.co
15,Item Inspected,"""2020-03-04T13:05:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,Return Accepted,warren.cumbie@foretrust.co
15,Customer Sat,"""2020-03-04T13:13:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,Return Accepted,warren.cumbie@foretrust.co
15,Return to Stock,"""2020-03-04T13:17:48.000Z""",C-82824,O-5805-52,2,Ordered Wrong Item,Return Accepted,warren.cumbie@foretrust.co
16,RMA Requested,"""2019-11-20T12:24:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,,vaughn.dunham@polygan.club
16,RMA Issued,"""2019-11-20T12:29:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,,vaughn.dunham@polygan.club
16,ASN Received,"""2019-11-21T02:29:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,,vaughn.dunham@polygan.club
16,Item Received,"""2019-11-27T02:29:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,,vaughn.dunham@polygan.club
16,Item Inspected,"""2019-12-02T02:29:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,Return Accepted,vaughn.dunham@polygan.club
16,Recall Item,"""2019-12-02T02:32:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,Return Accepted,vaughn.dunham@polygan.club
16,Repair Item,"""2019-12-03T14:32:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,Return Accepted,vaughn.dunham@polygan.club
16,Fixed,"""2019-12-04T12:32:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,Return Accepted,vaughn.dunham@polygan.club
16,Return to Stock,"""2019-12-04T12:40:57.000Z""",C-39239,O-1869-76,10,Item has been recalled,Return Accepted,vaughn.dunham@polygan.club
17,RMA Requested,"""2019-12-14T03:30:39.000Z""",C-14143,O-3100-18,5,Item is defective,,katelin.oldman@coremax.co
17,RMA Issued,"""2019-12-14T03:49:39.000Z""",C-14143,O-3100-18,5,Item is defective,,katelin.oldman@coremax.co
17,ASN Received,"""2019-12-14T10:49:39.000Z""",C-14143,O-3100-18,5,Item is defective,,katelin.oldman@coremax.co
17,Item Received,"""2019-12-17T10:49:39.000Z""",C-14143,O-3100-18,5,Item is defective,,katelin.oldman@coremax.co
17,Item Inspected,"""2019-12-22T10:49:39.000Z""",C-14143,O-3100-18,5,Item is defective,Return Accepted,katelin.oldman@coremax.co
17,Defective Item,"""2019-12-22T10:51:39.000Z""",C-14143,O-3100-18,5,Item is defective,Return Accepted,katelin.oldman@coremax.co
17,Repair Item,"""2019-12-23T18:51:39.000Z""",C-14143,O-3100-18,5,Item is defective,Return Accepted,katelin.oldman@coremax.co
17,Fixed,"""2019-12-25T09:51:39.000Z""",C-14143,O-3100-18,5,Item is defective,Return Accepted,katelin.oldman@coremax.co
17,Return to Stock,"""2019-12-25T09:53:39.000Z""",C-14143,O-3100-18,5,Item is defective,Return Accepted,katelin.oldman@coremax.co
18,RMA Requested,"""2019-02-13T07:29:14.000Z""",C-78243,O-5802-86,5,Wrong Size,,michael.goudy@seelogic.mobi
18,RMA Issued,"""2019-02-13T07:45:14.000Z""",C-78243,O-5802-86,5,Wrong Size,,michael.goudy@seelogic.mobi
18,ASN Received,"""2019-02-14T02:45:14.000Z""",C-78243,O-5802-86,5,Wrong Size,,michael.goudy@seelogic.mobi
18,Item Received,"""2019-02-17T02:45:14.000Z""",C-78243,O-5802-86,5,Wrong Size,,michael.goudy@seelogic.mobi
18,Item Inspected,"""2019-02-20T02:45:14.000Z""",C-78243,O-5802-86,5,Wrong Size,Return Accepted,michael.goudy@seelogic.mobi
18,Customer Sat,"""2019-02-20T02:47:14.000Z""",C-78243,O-5802-86,5,Wrong Size,Return Accepted,michael.goudy@seelogic.mobi
18,Return to Stock,"""2019-02-20T02:49:14.000Z""",C-78243,O-5802-86,5,Wrong Size,Return Accepted,michael.goudy@seelogic.mobi
19,RMA Requested,"""2019-07-14T03:56:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,,michelle.verde@bellgate.net
19,RMA Issued,"""2019-07-14T04:14:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,,michelle.verde@bellgate.net
19,ASN Received,"""2019-07-15T16:14:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,,michelle.verde@bellgate.net
19,Item Received,"""2019-07-19T16:14:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,,michelle.verde@bellgate.net
19,Item Inspected,"""2019-07-24T16:14:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,Return Accepted,michelle.verde@bellgate.net
19,Customer Sat,"""2019-07-24T16:22:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,Return Accepted,michelle.verde@bellgate.net
19,Return to Stock,"""2019-07-24T16:25:49.000Z""",C-89827,O-3659-86,4,Ordered Wrong Item,Return Accepted,michelle.verde@bellgate.net
20,RMA Requested,"""2019-10-24T03:33:22.000Z""",C-54045,O-2901-45,4,Item is defective,,grace.miers@sixtysix.info
20,RMA Issued,"""2019-10-24T03:49:22.000Z""",C-54045,O-2901-45,4,Item is defective,,grace.miers@sixtysix.info
20,ASN Received,"""2019-10-25T14:49:22.000Z""",C-54045,O-2901-45,4,Item is defective,,grace.miers@sixtysix.info
20,Item Received,"""2019-10-31T14:49:22.000Z""",C-54045,O-2901-45,4,Item is defective,,grace.miers@sixtysix.info
20,Item Inspected,"""2019-11-05T14:49:22.000Z""",C-54045,O-2901-45,4,Item is defective,Return Accepted,grace.miers@sixtysix.info
20,Defective Item,"""2019-11-05T14:58:22.000Z""",C-54045,O-2901-45,4,Item is defective,Return Accepted,grace.miers@sixtysix.info
20,Repair Item,"""2019-11-07T04:58:22.000Z""",C-54045,O-2901-45,4,Item is defective,Return Accepted,grace.miers@sixtysix.info
20,Fixed,"""2019-11-08T09:58:22.000Z""",C-54045,O-2901-45,4,Item is defective,Return Accepted,grace.miers@sixtysix.info
20,Return to Customer,"""2019-11-09T06:58:22.000Z""",C-54045,O-2901-45,4,Item is defective,Return Accepted,grace.miers@sixtysix.info
21,RMA Requested,"""2020-02-06T06:44:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,,shea.pullman@peersys.me
21,RMA Issued,"""2020-02-06T06:51:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,,shea.pullman@peersys.me
21,ASN Received,"""2020-02-06T21:51:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,,shea.pullman@peersys.me
21,Item Received,"""2020-02-12T21:51:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,,shea.pullman@peersys.me
21,Item Inspected,"""2020-02-15T21:51:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,Return Accepted,shea.pullman@peersys.me
21,Recall Item,"""2020-02-15T21:56:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,Return Accepted,shea.pullman@peersys.me
21,Repair Item,"""2020-02-17T14:56:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,Return Accepted,shea.pullman@peersys.me
21,Destroyed,"""2020-02-18T04:56:15.000Z""",C-25442,O-9823-69,3,Item has been recalled,Return Accepted,shea.pullman@peersys.me
22,RMA Requested,"""2019-10-21T03:06:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,,kathy.finn@grafixmedia.eu
22,RMA Issued,"""2019-10-21T03:16:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,,kathy.finn@grafixmedia.eu
22,ASN Received,"""2019-10-22T05:16:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,,kathy.finn@grafixmedia.eu
22,Item Received,"""2019-10-27T05:16:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,,kathy.finn@grafixmedia.eu
22,Item Inspected,"""2019-10-30T05:16:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,Return Accepted,kathy.finn@grafixmedia.eu
22,Customer Sat,"""2019-10-30T05:20:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,Return Accepted,kathy.finn@grafixmedia.eu
22,Return to Stock,"""2019-10-30T05:26:24.000Z""",C-76267,O-1174-61,20,Ordered Wrong Item,Return Accepted,kathy.finn@grafixmedia.eu
23,RMA Requested,"""2019-07-09T03:53:31.000Z""",C-60965,O-5538-11,5,Wrong Item Shipped,,lorelei.bradbury@cameratek.name
23,RMA Refused,"""2019-07-09T04:07:31.000Z""",C-60965,O-5538-11,5,Wrong Item Shipped,,lorelei.bradbury@cameratek.name
24,RMA Requested,"""2020-02-21T12:37:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,,erik.paschall@cameratek.org
24,RMA Issued,"""2020-02-21T12:44:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,,erik.paschall@cameratek.org
24,ASN Received,"""2020-02-23T08:44:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,,erik.paschall@cameratek.org
24,Item Received,"""2020-02-29T08:44:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,,erik.paschall@cameratek.org
24,Item Inspected,"""2020-03-03T08:44:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,Return Accepted,erik.paschall@cameratek.org
24,Customer Sat,"""2020-03-03T08:53:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,Return Accepted,erik.paschall@cameratek.org
24,Return to Stock,"""2020-03-03T08:58:07.000Z""",C-23012,O-8093-65,18,Ordered Wrong Item,Return Accepted,erik.paschall@cameratek.org
25,RMA Requested,"""2019-09-03T12:29:10.000Z""",C-59628,O-1768-78,17,Item is defective,,heath.schaefer@lexiconlabs.biz
25,RMA Issued,"""2019-09-03T12:39:10.000Z""",C-59628,O-1768-78,17,Item is defective,,heath.schaefer@lexiconlabs.biz
25,ASN Received,"""2019-09-04T10:39:10.000Z""",C-59628,O-1768-78,17,Item is defective,,heath.schaefer@lexiconlabs.biz
25,Item Received,"""2019-09-08T10:39:10.000Z""",C-59628,O-1768-78,17,Item is defective,,heath.schaefer@lexiconlabs.biz
25,Item Inspected,"""2019-09-13T10:39:10.000Z""",C-59628,O-1768-78,17,Item is defective,Return Accepted,heath.schaefer@lexiconlabs.biz
25,Defective Item,"""2019-09-13T10:46:10.000Z""",C-59628,O-1768-78,17,Item is defective,Return Accepted,heath.schaefer@lexiconlabs.biz
25,Repair Item,"""2019-09-14T04:46:10.000Z""",C-59628,O-1768-78,17,Item is defective,Return Accepted,heath.schaefer@lexiconlabs.biz
25,Fixed,"""2019-09-15T23:46:10.000Z""",C-59628,O-1768-78,17,Item is defective,Return Accepted,heath.schaefer@lexiconlabs.biz
25,Return to Customer,"""2019-09-16T20:46:10.000Z""",C-59628,O-1768-78,17,Item is defective,Return Accepted,heath.schaefer@lexiconlabs.biz
26,RMA Requested,"""2020-01-05T03:01:19.000Z""",C-31456,O-1829-64,14,Wrong Size,,mitch.carter@terrasys.mobi
26,RMA Issued,"""2020-01-05T03:20:19.000Z""",C-31456,O-1829-64,14,Wrong Size,,mitch.carter@terrasys.mobi
26,ASN Received,"""2020-01-06T12:20:19.000Z""",C-31456,O-1829-64,14,Wrong Size,,mitch.carter@terrasys.mobi
26,Item Received,"""2020-01-09T12:20:19.000Z""",C-31456,O-1829-64,14,Wrong Size,,mitch.carter@terrasys.mobi
26,Item Inspected,"""2020-01-13T12:20:19.000Z""",C-31456,O-1829-64,14,Wrong Size,Return Accepted,mitch.carter@terrasys.mobi
26,Customer Sat,"""2020-01-13T12:26:19.000Z""",C-31456,O-1829-64,14,Wrong Size,Return Accepted,mitch.carter@terrasys.mobi
26,Return to Stock,"""2020-01-13T12:29:19.000Z""",C-31456,O-1829-64,14,Wrong Size,Return Accepted,mitch.carter@terrasys.mobi
27,RMA Requested,"""2019-06-30T01:12:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,,adam.wallis@polycore.org
27,RMA Issued,"""2019-06-30T01:17:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,,adam.wallis@polycore.org
27,ASN Received,"""2019-07-01T19:17:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,,adam.wallis@polycore.org
27,Item Received,"""2019-07-04T19:17:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,,adam.wallis@polycore.org
27,Item Inspected,"""2019-07-09T19:17:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,Return Accepted,adam.wallis@polycore.org
27,Recall Item,"""2019-07-09T19:23:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,Return Accepted,adam.wallis@polycore.org
27,Repair Item,"""2019-07-11T12:23:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,Return Accepted,adam.wallis@polycore.org
27,Return to OEM,"""2019-07-12T23:23:13.000Z""",C-52007,O-3956-46,7,Item has been recalled,Return Accepted,adam.wallis@polycore.org
28,RMA Requested,"""2019-02-01T07:36:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,,juliana.zobel@dynaair.mobi
28,RMA Issued,"""2019-02-01T07:46:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,,juliana.zobel@dynaair.mobi
28,ASN Received,"""2019-02-02T05:46:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,,juliana.zobel@dynaair.mobi
28,Item Received,"""2019-02-05T05:46:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,,juliana.zobel@dynaair.mobi
28,Item Inspected,"""2019-02-11T05:46:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,Return Accepted,juliana.zobel@dynaair.mobi
28,Customer Sat,"""2019-02-11T05:54:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,Return Accepted,juliana.zobel@dynaair.mobi
28,Return to Stock,"""2019-02-11T05:59:26.000Z""",C-36568,O-9025-46,7,Wrong Item Shipped,Return Accepted,juliana.zobel@dynaair.mobi
29,RMA Requested,"""2019-10-30T03:58:17.000Z""",C-47875,O-2487-91,9,Item is defective,,susana.krumm@pancast.me
29,RMA Issued,"""2019-10-30T04:11:17.000Z""",C-47875,O-2487-91,9,Item is defective,,susana.krumm@pancast.me
29,ASN Received,"""2019-11-01T02:11:17.000Z""",C-47875,O-2487-91,9,Item is defective,,susana.krumm@pancast.me
29,Item Received,"""2019-11-07T02:11:17.000Z""",C-47875,O-2487-91,9,Item is defective,,susana.krumm@pancast.me
29,Item Inspected,"""2019-11-11T02:11:17.000Z""",C-47875,O-2487-91,9,Item is defective,Return Accepted,susana.krumm@pancast.me
